   283    3.9230    0.1280       040
  120.4000   23.9000  119.9000   26.2000    3.6459
  116.6000   27.5000  116.2000   23.8000    3.9101
  119.1000   27.6000  116.2000   23.8000    3.8990
  116.3000   26.3000  116.2000   23.8000    3.9772
  116.2000   28.2000  116.2000   23.8000    3.8554
  118.4000   24.5000  116.2000   23.8000    3.8808
  116.2000   28.2000  116.6000   24.7000    3.8686
  118.9000   27.4000  116.6000   24.7000    4.0711
  118.1000   26.0000  116.6000   24.7000    3.8745
  118.4000   24.5000  116.6000   24.7000    4.0470
  115.7000   27.9000  116.6000   24.7000    3.8679
  116.5000   25.0000  118.9000   26.4000    3.5606
  115.8000   27.4000  118.9000   26.4000    3.9986
  116.6000   23.7000  118.9000   26.4000    3.8259
  116.6000   27.5000  118.9000   26.4000    3.8685
  117.3000   24.4000  118.9000   26.4000    3.6706
  119.6000   28.0000  118.9000   26.4000    4.1863
  115.8000   25.6000  118.9000   26.4000    3.9914
  117.6000   24.5000  118.9000   26.4000    4.0386
  116.3000   26.3000  118.9000   26.4000    3.9341
  118.0000   28.4000  119.8000   25.5000    4.0601
  116.6000   23.7000  119.8000   25.5000    3.7195
  119.6000   28.0000  119.8000   25.5000    4.0841
  117.5000   27.3000  119.8000   25.5000    3.7515
  116.1000   24.3000  118.2000   25.3000    3.9054
  116.6000   23.7000  118.2000   25.3000    4.1019
  118.0000   28.4000  118.2000   25.3000    3.9210
  119.1000   27.6000  118.2000   25.3000    4.0762
  115.8000   25.6000  118.2000   25.3000    3.9182
  118.9000   27.4000  118.2000   25.3000    3.9086
  115.8000   27.4000  118.2000   25.3000    3.9028
  119.1000   27.6000  118.4000   24.5000    4.0663
  115.7000   27.9000  117.3000   24.4000    3.9297
  118.0000   27.7000  117.3000   24.4000    4.1333
  117.5000   27.3000  117.3000   24.4000    4.0824
  116.6000   27.5000  117.3000   24.4000    3.9028
  118.9000   27.4000  117.3000   24.4000    3.8545
  119.5000   27.4000  117.3000   24.4000    3.9171
  115.6000   25.0000  116.6000   27.5000    4.2263
  119.6000   28.0000  116.6000   27.5000    3.9103
  118.0000   28.4000  118.1000   26.0000    3.8744
  116.6000   23.7000  118.1000   26.0000    4.0500
  115.7000   27.9000  118.1000   26.0000    3.8605
  116.1000   24.3000  118.1000   26.0000    3.8795
  116.2000   28.2000  118.1000   26.0000    3.8233
  117.6000   24.5000  118.1000   26.0000    3.9828
  115.8000   25.6000  118.1000   26.0000    3.8730
  116.6000   27.5000  118.1000   26.0000    3.7778
  118.4000   24.5000  118.1000   26.0000    3.9848
  115.6000   25.0000  118.1000   26.0000    4.2032
  119.1000   27.6000  118.1000   26.0000    3.9823
  116.1000   24.3000  119.5000   25.2000    3.8901
  116.6000   27.5000  119.5000   25.2000    3.9543
  115.6000   25.0000  119.5000   25.2000    3.6858
  119.1000   27.6000  119.5000   25.2000    3.8988
  116.2000   28.2000  119.5000   25.2000    3.8413
  118.0000   28.4000  119.5000   25.2000    3.8893
  116.6000   23.7000  119.5000   25.2000    3.9053
  115.8000   25.6000  119.5000   25.2000    4.1054
  117.1000   25.7000  119.5000   25.2000    3.7325
  115.7000   27.9000  119.5000   25.2000    3.8511
  117.3000   24.4000  119.4000   26.0000    3.6536
  117.2000   26.9000  119.4000   26.0000    3.9311
  115.8000   25.6000  119.4000   26.0000    3.8883
  116.2000   28.2000  119.4000   26.0000    3.8805
  118.0000   27.7000  119.4000   26.0000    3.8375
  115.7000   27.9000  119.6000   26.7000    3.9347
  116.2000   23.8000  119.6000   26.7000    3.9962
  117.1000   25.7000  119.6000   26.7000    3.8825
  116.6000   23.7000  119.6000   26.7000    4.1160
  116.6000   27.5000  119.6000   26.7000    3.8591
  116.2000   28.2000  119.6000   26.7000    3.9037
  116.3000   26.3000  119.6000   26.7000    3.8699
  116.1000   24.3000  119.6000   26.7000    3.9108
  115.8000   25.6000  119.6000   26.7000    3.9316
  118.6000   24.9000  119.6000   26.7000    4.0061
  117.4000   26.0000  119.6000   26.7000    3.8433
  116.6000   24.7000  119.0000   25.0000    3.8239
  115.6000   25.0000  119.0000   25.0000    4.2041
  115.7000   27.9000  119.0000   25.0000    3.9395
  118.9000   27.4000  119.0000   25.0000    4.0015
  115.8000   27.4000  119.0000   25.0000    4.0789
  116.6000   23.7000  119.0000   25.0000    3.8449
  115.8000   25.6000  119.0000   25.0000    3.8978
  116.2000   28.2000  119.0000   25.0000    3.9346
  116.1000   24.3000  119.0000   25.0000    3.9672
  115.8000   27.4000  116.5000   25.0000    4.1312
  118.0000   28.4000  116.5000   25.0000    3.6838
  117.4000   26.0000  116.5000   25.0000    3.6688
  118.9000   27.4000  116.5000   25.0000    3.7804
  115.8000   27.4000  118.9000   27.4000    3.6308
  116.3000   26.3000  118.9000   27.4000    3.8329
  116.1000   24.3000  118.9000   27.4000    3.8714
  116.6000   23.7000  118.9000   27.4000    3.9119
  117.6000   24.5000  118.9000   27.4000    3.6403
  118.4000   24.5000  118.9000   27.4000    4.0342
  116.2000   23.8000  118.9000   27.4000    3.8147
  116.6000   27.5000  118.9000   27.4000    3.9425
  115.7000   27.9000  117.6000   24.5000    3.9657
  116.6000   23.7000  117.4000   26.0000    3.9754
  118.4000   24.5000  117.4000   26.0000    3.9118
  118.9000   27.4000  117.4000   26.0000    3.9140
