   858    3.2703    0.0322       010
  115.8000   27.4000  116.2000   23.8000    3.2472
  115.6000   25.0000  116.2000   23.8000    3.2122
  119.6000   28.0000  116.2000   23.8000    3.2577
  116.6000   27.5000  116.2000   23.8000    3.2447
  119.1000   27.6000  116.2000   23.8000    3.2435
  116.3000   26.3000  116.2000   23.8000    3.2394
  115.7000   27.9000  116.2000   23.8000    3.2418
  118.0000   28.4000  116.2000   23.8000    3.2408
  115.8000   25.6000  116.2000   23.8000    3.2263
  116.2000   28.2000  116.2000   23.8000    3.2356
  118.4000   24.5000  116.2000   23.8000    3.2816
  117.6000   24.5000  116.6000   24.7000    3.2609
  116.3000   26.3000  116.6000   24.7000    3.2700
  115.8000   27.4000  116.6000   24.7000    3.2632
  115.8000   25.6000  116.6000   24.7000    3.1992
  116.2000   28.2000  116.6000   24.7000    3.2545
  118.9000   27.4000  116.6000   24.7000    3.2820
  118.1000   26.0000  116.6000   24.7000    3.2329
  119.6000   28.0000  116.6000   24.7000    3.2753
  116.6000   23.7000  116.6000   24.7000    3.3103
  119.1000   27.6000  116.6000   24.7000    3.2905
  118.0000   28.4000  116.6000   24.7000    3.2217
  116.2000   23.8000  116.6000   24.7000    3.2496
  115.6000   25.0000  116.6000   24.7000    3.2959
  118.4000   24.5000  116.6000   24.7000    3.2614
  115.7000   27.9000  116.6000   24.7000    3.2501
  116.5000   25.0000  118.9000   26.4000    3.2490
  115.8000   27.4000  118.9000   26.4000    3.2666
  116.6000   23.7000  118.9000   26.4000    3.2727
  118.2000   26.6000  118.9000   26.4000    3.2924
  115.6000   25.0000  118.9000   26.4000    3.2679
  118.6000   24.9000  118.9000   26.4000    3.2631
  118.1000   26.0000  118.9000   26.4000    3.3105
  117.2000   26.9000  118.9000   26.4000    3.2691
  117.4000   26.0000  118.9000   26.4000    3.3394
  116.6000   27.5000  118.9000   26.4000    3.2618
  116.2000   28.2000  118.9000   26.4000    3.2663
  119.5000   27.4000  118.9000   26.4000    3.3145
  117.3000   24.4000  118.9000   26.4000    3.2724
  115.7000   27.9000  118.9000   26.4000    3.2679
  116.2000   23.8000  118.9000   26.4000    3.2594
  118.0000   28.4000  118.9000   26.4000    3.2497
  118.5000   27.9000  118.9000   26.4000    3.3323
  119.1000   27.6000  118.9000   26.4000    3.2592
  118.9000   27.4000  118.9000   26.4000    3.3116
  117.1000   25.7000  118.9000   26.4000    3.2837
  118.2000   25.3000  118.9000   26.4000    3.3407
  117.5000   27.3000  118.9000   26.4000    3.2937
  116.1000   24.3000  118.9000   26.4000    3.2430
  117.2000   26.4000  118.9000   26.4000    3.2882
  118.0000   27.7000  118.9000   26.4000    3.2566
  119.5000   25.2000  118.9000   26.4000    3.3091
  119.6000   28.0000  118.9000   26.4000    3.2609
  118.4000   24.5000  118.9000   26.4000    3.2864
  115.8000   25.6000  118.9000   26.4000    3.2664
  116.3000   26.3000  118.9000   26.4000    3.2692
  116.6000   24.7000  118.9000   26.4000    3.2432
  115.6000   25.0000  119.8000   25.5000    3.2720
  119.5000   27.4000  119.8000   25.5000    3.3314
  116.3000   26.3000  119.8000   25.5000    3.2749
  117.2000   26.9000  119.8000   25.5000    3.3168
  119.1000   27.6000  119.8000   25.5000    3.3061
  117.6000   24.5000  119.8000   25.5000    3.3194
  116.6000   24.7000  119.8000   25.5000    3.2815
  117.4000   26.0000  119.8000   25.5000    3.2818
  118.1000   26.0000  119.8000   25.5000    3.2845
  115.7000   27.9000  119.8000   25.5000    3.2661
  116.6000   27.5000  119.8000   25.5000    3.3024
  117.1000   25.7000  119.8000   25.5000    3.2773
  116.1000   24.3000  119.8000   25.5000    3.2859
  118.0000   28.4000  119.8000   25.5000    3.3154
  118.2000   25.3000  119.8000   25.5000    3.3175
  116.6000   23.7000  119.8000   25.5000    3.3152
  118.9000   27.4000  119.8000   25.5000    3.3306
  116.5000   25.0000  119.8000   25.5000    3.3007
  119.6000   28.0000  119.8000   25.5000    3.3130
  116.2000   28.2000  119.8000   25.5000    3.2930
  116.2000   23.8000  119.8000   25.5000    3.2937
  117.5000   27.3000  119.8000   25.5000    3.2805
  116.1000   24.3000  118.2000   25.3000    3.2579
  116.6000   27.5000  118.2000   25.3000    3.2574
  116.6000   23.7000  118.2000   25.3000    3.2766
  116.6000   24.7000  118.2000   25.3000    3.2646
  118.0000   28.4000  118.2000   25.3000    3.2509
  119.1000   27.6000  118.2000   25.3000    3.2809
  115.8000   25.6000  118.2000   25.3000    3.2365
  115.7000   27.9000  118.2000   25.3000    3.2511
  116.2000   28.2000  118.2000   25.3000    3.2691
  117.6000   24.5000  118.2000   25.3000    3.3514
  118.9000   27.4000  118.2000   25.3000    3.2835
  118.1000   26.0000  118.2000   25.3000    3.2304
  116.2000   23.8000  118.2000   25.3000    3.2512
  116.3000   26.3000  118.2000   25.3000    3.2386
  115.8000   27.4000  118.2000   25.3000    3.2555
  118.4000   24.5000  118.2000   25.3000    3.3528
  119.6000   28.0000  115.6000   25.0000    3.2440
  118.4000   24.5000  115.6000   25.0000    3.2422
  119.1000   27.6000  115.6000   25.0000    3.2502
